id,role,category,skill,question_type,difficulty,seniority,question,interview_intent,expected_points,source_type,answer
DS_003,数据科学家,建模方法,线性模型与树模型,原理与方法比较,初级,校招｜1-3年,线性模型和树模型在假设、表达能力、可解释性和数据预处理方面有什么差异？,考查候选人根据数据特性选择建模方法的能力。,线性关系假设｜非线性交互｜缩放需求｜缺失值处理｜外推能力｜解释方式｜过拟合控制,human_seed,线性模型假设特征与目标之间主要是线性关系，表达能力相对有限，但训练和推理快、参数含义清晰、可解释性较强，通常需要处理缺失值、类别编码、特征缩放以及手工构造交叉特征；树模型可以自动学习非线性关系和特征交互，对特征缩放不敏感，对缺失值和异常值通常更鲁棒，但模型结构更复杂，容易过拟合，解释一般依赖特征重要性或SHAP。高维稀疏、强调解释和低延迟时我会优先考虑线性模型，表格数据、非线性关系明显时通常优先考虑树模型。
DS_004,数据科学家,因果推断,随机实验与观察研究,原理与方法比较,初级,校招｜1-3年,随机对照实验与观察性研究各有什么优缺点？无法做随机实验时可以采用哪些替代方法？,考查候选人对因果识别策略和适用边界的理解。,随机化与混杂控制｜外部有效性｜伦理和成本｜匹配｜双重差分｜断点回归｜工具变量｜识别假设,human_seed,随机对照实验通过随机分组平衡已知和未知混杂因素，因果解释最强，但成本高、周期长，还可能受伦理、污染和执行偏差限制；观察性研究更贴近真实业务、样本通常更大，但容易受到选择偏差和混杂因素影响。无法随机时，我会根据业务条件选择倾向得分匹配或加权、回归调整、双重差分、断点回归、工具变量、合成控制或中断时间序列，并通过平行趋势、安慰剂检验和敏感性分析说明结论边界。
DS_005,数据科学家,实验设计,样本量与指标,实操或任务题,中级,1-3年｜3-5年,请为一个新推荐策略设计A/B测试，说明实验单位、核心指标、护栏指标、样本量和实验周期。,考查候选人独立设计可靠线上实验的能力。,随机化单位｜样本污染｜主要指标｜护栏指标｜最小可检测效应｜功效与显著性｜周期性｜停止规则,human_seed,我会优先按用户随机分组，保证同一用户始终进入同一组，避免请求级分流造成策略串扰；核心指标根据目标选择有效点击率、消费时长、转化率或人均收入，护栏指标包括留存、投诉率、跳出率、内容多样性、延迟和错误率。样本量根据基线水平、最小可检测提升、显著性水平和统计功效提前计算，实验先小流量灰度再逐步放量，周期至少覆盖一个完整业务周期和周内波动，通常为一到两周，并避免看到显著结果后随意提前停止。
DS_006,数据科学家,预测建模,流失预测,实操或任务题,中级,1-3年｜3-5年,请设计一个用户流失预测项目，从标签定义、特征构建、验证方式到干预评估完整说明。,考查候选人把预测模型连接到业务行动的能力。,流失窗口｜观察窗口｜时间切分｜特征时点｜类别不平衡｜概率校准｜干预策略｜增量效果评估,human_seed,我会先按业务周期定义流失，例如观察窗口结束后连续30天未活跃，并排除跟踪期不足的用户；特征只使用预测时点前的数据，包括最近一次活跃时间、使用频率、核心功能渗透、付费、投诉、渠道和生命周期阶段。验证采用按时间切分的样本外测试，重点看PR-AUC、Top-K召回、Lift和概率校准，同时检查人群稳定性。模型上线后不能只看命中率，而要对高风险用户随机分成干预组和对照组，评估增量留存、成本和净收益，必要时进一步训练Uplift模型。
DS_007,数据科学家,商业分析,增量收益判断,业务场景或案例题,中级,1-3年｜3-5年,营销模型上线后响应率提高了，但总利润下降了，你会如何分析原因并调整模型目标？,考查候选人能否从预测指标转向真实增量价值和利润目标。,选择偏差｜优惠成本｜自然转化｜客单价变化｜增量响应｜uplift建模｜利润函数｜人群阈值,human_seed,响应率提高不等于利润提高，模型可能挑中了本来就会购买的人、低毛利用户，或者依赖高折扣带来响应，同时产生补贴成本和自然购买蚕食。我会把利润拆成增量购买概率、订单毛利、优惠成本、触达成本和退货损失，按渠道、商品和人群检查差异；目标上从预测响应概率改为预测增量响应或期望增量利润，按“增量概率×毛利－干预成本”排序，并通过随机留出组验证真实净利润。
DS_008,数据科学家,因果推断,选择偏差处理,业务场景或案例题,高级,3-5年｜5年以上,公司想评估会员权益对消费额的因果影响，但会员由用户主动购买，你会如何设计分析方案？,考查候选人识别自选择偏差并提出可信因果方案的能力。,处理组与对照组定义｜混杂变量｜倾向得分｜面板数据与双重差分｜工具变量可能性｜安慰剂检验｜敏感性分析,human_seed,会员是用户主动购买的，会员和非会员天然存在消费意愿差异，直接比较会高估权益效果。我会明确处理时点和观察窗口，使用购买前行为、历史消费和用户属性建立倾向得分，通过匹配或加权构造可比人群，再结合会员购买前后的双重差分或事件研究估计变化；如果存在明确门槛，可以尝试断点回归，如果有外生优惠或邀请，也可以作为工具变量。最终会做平行趋势、共同支持区间、安慰剂和未观测混杂敏感性检验，最好再补一个随机发放会员优惠的鼓励实验。
DS_009,数据科学家,项目经验,统计建模过程,项目经历深挖,中级,校招｜1-3年｜3-5年,请介绍一个你完成的统计或机器学习项目，重点说明假设、数据限制、模型验证和结论边界。,考查候选人的科学建模思维和对不确定性的表达能力。,业务问题｜假设与识别｜数据生成过程｜验证设计｜误差分析｜结论限制｜业务影响｜个人贡献,human_seed,我做过一个新用户留存预测项目，核心假设是首周关键行为能够预测后续留存，但数据存在标签延迟、渠道选择偏差和部分埋点缺失。我先按注册时间切分数据，修复泄漏特征并对缺失模式单独建模，用逻辑回归做基线，再用LightGBM捕捉非线性关系；验证时使用时间外测试、分渠道评估、校准曲线和消融实验。最终模型能有效识别高风险用户，但我明确说明它只能用于风险排序，不能直接证明某个行为会导致留存，干预效果仍需A/B测试验证。
DS_010,数据科学家,决策科学,模型到决策,项目经历深挖,中级,1-3年｜3-5年,请讲一个你将模型输出转化为具体业务规则或资源分配策略的案例。,考查候选人是否能将预测结果转化为可执行决策。,决策目标｜阈值或优化函数｜容量约束｜成本收益｜试点方案｜监控指标｜利益相关方协作｜最终结果,human_seed,在流失项目中，我没有直接按风险分数最高的人全部触达，而是结合用户价值、干预增量和触达成本计算预期收益，再按预算排序。高价值且高增量的人进入人工或高成本权益策略，高风险但低增量的人只做低成本提醒，低风险用户不打扰；同时设置每日容量、频控和投诉率护栏，并保留随机对照组。这样模型分数被转化为可执行的分层规则，最终评估的是增量留存和净收益，而不是模型准确率。
DS_011,数据科学家,模型运营,模型漂移,故障排查或失败复盘,高级,3-5年｜5年以上,一个上线半年表现稳定的模型最近准确率持续下降，你会如何判断是数据漂移、概念漂移还是链路问题？,考查候选人系统诊断生产模型衰退的能力。,输入分布监控｜标签延迟｜特征缺失｜线上线下一致性｜分群误差｜概念漂移｜重训对照｜回滚与报警,human_seed,我会先排查链路，因为它最容易快速止损，包括模型版本、特征Schema、缺失率、默认值、预处理、标签延迟和线上线下一致性；链路正常后，再比较当前与训练期的特征分布，可用PSI、KS和分群占比判断数据漂移。如果输入分布变化不大，但同样特征对应的标签关系或分群效果明显变化，更像概念漂移。最后通过历史样本回放、影子模型、按时间和人群切片的指标，以及重新训练前后的收益对比来确认。
DS_012,数据科学家,负责任建模,效果解释与公平性,方案权衡或开放题,高级,3-5年｜5年以上,在信贷或招聘模型中，如何在预测效果、可解释性和公平性之间进行权衡？,考查候选人对高风险模型治理和多目标决策的理解。,监管与伦理约束｜敏感属性和代理变量｜公平性定义冲突｜解释工具｜性能损失｜人工复核｜持续审计｜治理流程,human_seed,这类高风险场景不能只追求AUC，我会先满足法律合规和禁止使用敏感属性等硬约束，再选择可解释基线，如评分卡或逻辑回归；效果不足时可以使用带单调约束的树模型，并输出稳定的原因码和人工复核依据。公平性上按受保护群体检查通过率、错误率、机会均等和校准差异，同时分析代理变量。最终通过多目标评估选择帕累托可接受方案，并保留人工申诉、持续监控和定期审计机制。
